trial,seed,analysis,operator,sigma_r,kendall_tau,jaccard_top_k,delta_r_bar,policy_violation_rate,predictive_utility
4,46,score_uncertainty,geometric,0.02,0.9661467889908255,0.9047619047619048,0.004518263375471343,0.0,0.8183400918386528
4,46,score_uncertainty,geometric,0.05,0.91419586030053,0.7094017094017094,0.01577771242302417,0.0,0.8295995408862056
4,46,score_uncertainty,geometric,0.1,0.8419253320924496,0.6129032258064516,0.04190905580470905,0.0,0.8557308842678905
4,46,score_uncertainty,geometric,0.2,0.7078614988984546,0.35135135135135137,0.09999222625803472,0.0,0.9138140547212161
4,46,score_uncertainty,min,0.0,0.9999999999999999,1.0,0.0,0.0,0.7518574137587462
4,46,score_uncertainty,min,0.02,0.9705462885738114,0.9230769230769231,0.001438076302508029,0.0,0.7532954900612542
4,46,score_uncertainty,min,0.05,0.9299822778122054,0.8867924528301887,0.00418581142255392,0.0,0.7560432251813001
4,46,score_uncertainty,min,0.1,0.860969321661497,0.7391304347826086,0.015197422805159122,0.0,0.7670548365639053
4,46,score_uncertainty,min,0.2,0.7559926082699971,0.5384615384615384,0.056814485080878496,0.0,0.8086718988396246
5,47,score_uncertainty,linear,0.0,1.0,1.0,0.0,0.02,0.8339131337310279
5,47,score_uncertainty,linear,0.02,0.9437077077077077,0.8018018018018018,0.012543847946315467,0.06,0.8464569816773434
5,47,score_uncertainty,linear,0.05,0.8636397764023341,0.6949152542372882,0.03273440754344237,0.09,0.8666475412744703
5,47,score_uncertainty,linear,0.1,0.7276369739574309,0.45985401459854014,0.06736255552722425,0.14,0.9012756892582522
5,47,score_uncertainty,linear,0.2,0.5302369679016402,0.2987012987012987,0.11131600062220792,0.0,0.9452291343532359
5,47,score_uncertainty,geometric,0.0,0.9999999999999999,1.0,0.0,0.0,0.8233471430007056
5,47,score_uncertainty,geometric,0.02,0.966373326541993,0.9230769230769231,0.0038706576173895835,0.0,0.8272178006180951
5,47,score_uncertainty,geometric,0.05,0.9159647400639948,0.7857142857142857,0.008183119638674241,0.0,0.8315302626393798
5,47,score_uncertainty,geometric,0.1,0.8267755784239214,0.5748031496062992,0.02810658989711634,0.0,0.8514537328978219
5,47,score_uncertainty,geometric,0.2,0.6959626694958192,0.3422818791946309,0.09689782701244554,0.0,0.9202449700131511
5,47,score_uncertainty,min,0.0,0.9999999999999999,1.0,0.0,0.0,0.771048759981889
5,47,score_uncertainty,min,0.02,0.9720750993458624,0.9801980198019802,-0.0005192641050724145,0.0,0.7705294958768166
5,47,score_uncertainty,min,0.05,0.9292772290385604,0.8691588785046729,0.0062123171905276164,0.0,0.7772610771724167
5,47,score_uncertainty,min,0.1,0.8574991611087295,0.7241379310344828,-0.003461909321390566,0.0,0.7675868506604985
5,47,score_uncertainty,min,0.2,0.7554094195769938,0.48148148148148145,0.04698533506631897,0.0,0.818034095048208
6,48,score_uncertainty,linear,0.0,1.0,1.0,0.0,0.06,0.8601256977831381
6,48,score_uncertainty,linear,0.02,0.941977977977978,0.8181818181818182,-0.005149851015711082,0.04,0.854975846767427
6,48,score_uncertainty,linear,0.05,0.8625496019471292,0.5873015873015873,0.020714128154059597,0.13,0.8808398259371977
6,48,score_uncertainty,linear,0.1,0.7490271217235281,0.6,0.03873715327873306,0.06,0.8988628510618711
6,48,score_uncertainty,linear,0.2,0.5420814266409387,0.32450331125827814,0.0671504567948018,0.0,0.9272761545779399
6,48,score_uncertainty,geometric,0.0,0.9999999999999999,1.0,0.0,0.0,0.8234692147958944
6,48,score_uncertainty,geometric,0.02,0.966690323420628,0.8691588785046729,0.001286906007780253,0.0,0.8247561208036747
6,48,score_uncertainty,geometric,0.05,0.9171470480992225,0.8018018018018018,0.00464199914822927,0.0,0.8281112139441237
6,48,score_uncertainty,geometric,0.1,0.8444121739291153,0.6,0.04287966747663896,0.0,0.8663488822725334
6,48,score_uncertainty,geometric,0.2,0.6990937523891987,0.42857142857142855,0.07266378186141575,0.0,0.8961329966573102
6,48,score_uncertainty,min,0.0,0.9999999999999999,1.0,0.0,0.0,0.7519180646447081
