lambda,operator,policy_violation_rate_mean,policy_violation_rate_std,policy_violation_rate_ci_low,policy_violation_rate_ci_high,veto_preservation_rate_mean,veto_preservation_rate_std,veto_preservation_rate_ci_low,veto_preservation_rate_ci_high,predictive_utility_mean,predictive_utility_std,predictive_utility_ci_low,predictive_utility_ci_high,n_veto_topk_mean,n_veto_topk_std,n_veto_topk_ci_low,n_veto_topk_ci_high,n_weak_nv_topk_mean,n_weak_nv_topk_std,n_weak_nv_topk_ci_low,n_weak_nv_topk_ci_high,n_normal_topk_mean,n_normal_topk_std,n_normal_topk_ci_low,n_normal_topk_ci_high,frac_veto_topk_mean,frac_veto_topk_std,frac_veto_topk_ci_low,frac_veto_topk_ci_high,frac_weak_nv_topk_mean,frac_weak_nv_topk_std,frac_weak_nv_topk_ci_low,frac_weak_nv_topk_ci_high,frac_normal_topk_mean,frac_normal_topk_std,frac_normal_topk_ci_low,frac_normal_topk_ci_high,e_weak_context_mean,e_weak_context_std,e_weak_context_ci_low,e_weak_context_ci_high,observed_veto_rate_mean,observed_veto_rate_std,observed_veto_rate_ci_low,observed_veto_rate_ci_high,false_negative_veto_rate_mean,false_negative_veto_rate_std,false_negative_veto_rate_ci_low,false_negative_veto_rate_ci_high,kendall_tau_mean,kendall_tau_std,kendall_tau_ci_low,kendall_tau_ci_high,jaccard_top_k_mean,jaccard_top_k_std,jaccard_top_k_ci_low,jaccard_top_k_ci_high
0.7,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8067056146037958,0.010353946119637362,0.7859185144721424,0.8274118425811605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5199655671392825,0.014794234496225309,0.49175594245204324,0.5483051501251042,0.1826733763933933,0.028024431216358274,0.1299435028248587,0.2422360248447205
0.7,linear,0.00099,0.004351877622226852,0.0,0.02,0.99901,0.004351877622226856,0.98,1.0,0.8230936526911077,0.009873277778847984,0.8043329498613846,0.84179985943751,0.099,0.4351877622226851,0.0,2.0,1.49,1.2463761284032415,0.0,4.0,98.411,1.3520010750391092,95.0,100.0,0.00099,0.004351877622226852,0.0,0.02,0.014899999999999998,0.012463761284032414,0.0,0.04,0.9841100000000002,0.013520010750391102,0.95,1.0,0.01589,0.013520010750391092,0.0,0.05,0.00099,0.004351877622226852,0.0,0.02,0.0,0.0,0.0,0.0,0.08631893189913652,0.019068057538220107,0.04855634832432008,0.12436487908441916,0.17112457859188276,0.02753850800305654,0.1173184357541899,0.2269938650306748
0.7,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7443433747467484,0.011533386557922742,0.7214921839953684,0.7660139027139257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
0.8,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.828043955361105,0.009572102250997621,0.8099993886882034,0.8462831417092261,0.0,0.0,0.0,0.0,0.444,0.6981055445642524,0.0,2.0,99.556,0.6981055445642523,98.0,100.0,0.0,0.0,0.0,0.0,0.0044399999999999995,0.006981055445642524,0.0,0.02,0.9955600000000002,0.006981055445642531,0.98,1.0,0.0044399999999999995,0.006981055445642524,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4514028065054211,0.015445067076002846,0.4217968098415345,0.4805863219349457,0.1404562230478877,0.024673324000790347,0.0989010989010989,0.1904761904761904
0.8,linear,0.21383000000000002,0.0441336479217261,0.13,0.3,0.78617,0.04413364792172611,0.7,0.87,0.8804373330396674,0.00711016758025291,0.8666505614889914,0.8933250085399845,21.383,4.413364792172611,13.0,30.0,3.741,1.9213564506906602,1.0,8.0,74.876,4.641353915202564,65.975,83.0,0.21383000000000002,0.0441336479217261,0.13,0.3,0.03741000000000001,0.0192135645069066,0.01,0.08,0.74876,0.046413539152025646,0.6597500000000001,0.83,0.25124,0.04641353915202564,0.17,0.3402499999999998,0.21383000000000002,0.0441336479217261,0.13,0.3,0.0,0.0,0.0,0.0,-0.0563486964216795,0.018978805634687557,-0.09228205931984244,-0.018816061276698486,0.1031946912442483,0.022258414363789284,0.0638297872340425,0.14959138927645985
0.8,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7443433747467484,0.011533386557922742,0.7214921839953684,0.7660139027139257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
0.9,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8466790864767397,0.008894141260208597,0.8295108344497604,0.8634981672956441,0.0,0.0,0.0,0.0,5.386,2.370785655563283,1.0,10.0,94.614,2.370785655563283,90.0,99.0,0.0,0.0,0.0,0.0,0.053860000000000005,0.023707856555632824,0.01,0.1,0.9461399999999999,0.02370785655563281,0.9,0.99,0.053860000000000005,0.023707856555632824,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3884359132610508,0.015868696018345653,0.3588388240200166,0.41837374895746443,0.10094697991002682,0.02156697469943069,0.0638297872340425,0.1494252873563218
0.9,linear,0.46188,0.04728743703883413,0.37,0.55,0.53812,0.047287437038834146,0.4499999999999999,0.63,0.9127894076398806,0.005452317596798979,0.9015882637575885,0.9234924341529027,46.188,4.728743703883413,37.0,55.0,4.841,2.196940041408856,1.0,10.0,48.971,4.814076685547742,40.0,58.0,0.46188,0.04728743703883413,0.37,0.55,0.04841000000000001,0.02196940041408856,0.01,0.1,0.48971000000000003,0.04814076685547742,0.4,0.58,0.51029,0.048140766855477427,0.42,0.6,0.46188,0.04728743703883413,0.37,0.55,0.0,0.0,0.0,0.0,-0.16418754299470886,0.01826833468363657,-0.19864618189464775,-0.1273499712531927,0.052994761927175935,0.016361786222195987,0.0256410256410256,0.0869565217391304
0.9,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7443433747467484,0.011533386557922742,0.7214921839953684,0.7660139027139257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1.0,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8554630098888729,0.008687758409208095,0.8384942801219557,0.8727291452759357,0.0,0.0,0.0,0.0,15.568,3.6535906619002527,9.0,23.0,84.432,3.653590661900252,77.0,91.0,0.0,0.0,0.0,0.0,0.15568,0.03653590661900252,0.09,0.23,0.84432,0.03653590661900252,0.77,0.91,0.15568,0.03653590661900252,0.09,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3332521351125938,0.01612888652818723,0.3022091326105087,0.36374311926605496,0.06678193779736438,0.01838263771227921,0.0362694300518134,0.1049723756906077
1.0,linear,0.6438899999999999,0.04457976284431373,0.55,0.73,0.35611000000000004,0.04457976284431374,0.27,0.4499999999999999,0.9200090562230662,0.005122269299436155,0.9096728296948693,0.930222442706493,64.389,4.457976284431373,55.0,73.0,5.517,2.2823058340020776,2.0,10.0,30.094,4.288304274833299,22.0,39.0,0.6438899999999999,0.04457976284431373,0.55,0.73,0.055170000000000004,0.02282305834002078,0.02,0.1,0.30094,0.042883042748332996,0.22,0.39,0.6990599999999999,0.042883042748332996,0.61,0.78,0.6438899999999999,0.04457976284431373,0.55,0.73,0.0,0.0,0.0,0.0,-0.24432380258139197,0.017381096070532228,-0.2764462383325212,-0.20903429446952257,0.022509608865141258,0.010321633802287832,0.0050251256281407,0.0471204188481675
1.0,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7443433747467484,0.011533386557922742,0.7214921839953684,0.7660139027139257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
