scenario,lambda,operator,policy_violation_rate_mean,policy_violation_rate_std,policy_violation_rate_ci_low,policy_violation_rate_ci_high,veto_preservation_rate_mean,veto_preservation_rate_std,veto_preservation_rate_ci_low,veto_preservation_rate_ci_high,predictive_utility_mean,predictive_utility_std,predictive_utility_ci_low,predictive_utility_ci_high,n_veto_topk_mean,n_veto_topk_std,n_veto_topk_ci_low,n_veto_topk_ci_high,n_weak_nv_topk_mean,n_weak_nv_topk_std,n_weak_nv_topk_ci_low,n_weak_nv_topk_ci_high,n_normal_topk_mean,n_normal_topk_std,n_normal_topk_ci_low,n_normal_topk_ci_high,frac_veto_topk_mean,frac_veto_topk_std,frac_veto_topk_ci_low,frac_veto_topk_ci_high,frac_weak_nv_topk_mean,frac_weak_nv_topk_std,frac_weak_nv_topk_ci_low,frac_weak_nv_topk_ci_high,frac_normal_topk_mean,frac_normal_topk_std,frac_normal_topk_ci_low,frac_normal_topk_ci_high,e_weak_context_mean,e_weak_context_std,e_weak_context_ci_low,e_weak_context_ci_high,observed_veto_rate_mean,observed_veto_rate_std,observed_veto_rate_ci_low,observed_veto_rate_ci_high,false_negative_veto_rate_mean,false_negative_veto_rate_std,false_negative_veto_rate_ci_low,false_negative_veto_rate_ci_high,kendall_tau_mean,kendall_tau_std,kendall_tau_ci_low,kendall_tau_ci_high,jaccard_top_k_mean,jaccard_top_k_std,jaccard_top_k_ci_low,jaccard_top_k_ci_high,sweep,sigma_q
high_veto_frac,0.2,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7532071746938267,0.011267296318488015,0.7311697015618484,0.7761887496265735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,lambda,
high_veto_frac,0.3,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7001376378122095,0.01567790656173596,0.6698147559663835,0.730865921312875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7705506460418562,0.00938234404792503,0.751075219896876,0.7888311596400769,0.4205639161761659,0.04038122791115335,0.35135135135135137,0.5037593984962406,lambda,
high_veto_frac,0.3,linear,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.6701274385488873,0.01836157955628372,0.6345048358291414,0.7061317860812895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7643782191035406,0.005346837350903793,0.7541136705324957,0.7749294811534301,0.5073224380198748,0.041185403454944564,0.42857142857142855,0.5876190476190474,lambda,
high_veto_frac,0.3,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7532071746938267,0.011267296318488015,0.7311697015618484,0.7761887496265735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,lambda,
high_veto_frac,0.4,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7363444061712093,0.013984421433313405,0.7095116515341944,0.7639633718269224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6818772662015974,0.01202097104571055,0.6570845212819735,0.7044845819431808,0.3360482560983834,0.037821562796557275,0.26582278481012656,0.41843971631205673,lambda,
high_veto_frac,0.4,linear,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7239754430740128,0.015512149017276926,0.694339248412098,0.7539092435407755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6389485104588852,0.008267361993328282,0.6224381784995379,0.6548364474976508,0.38334283206435166,0.03842475671228637,0.30718954248366015,0.45985401459854014,lambda,
high_veto_frac,0.4,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7532071746938267,0.011267296318488015,0.7311697015618484,0.7761887496265735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,lambda,
high_veto_frac,0.5,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.765903553677887,0.012336805544189137,0.7415257984134352,0.7889100567698383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5909791608533009,0.014105744516309998,0.5627359215448389,0.6178803963198868,0.27047350143924676,0.034114272144475356,0.20481927710843373,0.3425086159985487,lambda,
high_veto_frac,0.5,linear,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7667113025835623,0.013018263287676822,0.7402361666733407,0.7908187132168636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48439182934809194,0.012148706838275024,0.460648737325074,0.5075955494606686,0.28941760554086865,0.03423276319260575,0.22699386503067484,0.36054421768707484,lambda,
high_veto_frac,0.5,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7532071746938267,0.011267296318488015,0.7311697015618484,0.7761887496265735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,lambda,
high_veto_frac,0.6,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7915387883957342,0.011270935723151432,0.7704018937736484,0.8133135291702038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000940734000606,0.015635343425209138,0.4696570619755333,0.5296653523405116,0.21691616420587895,0.03074730578378449,0.16279069767441862,0.28205128205128205,lambda,
high_veto_frac,0.6,linear,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8013031373948745,0.01118485458245639,0.7799079810868655,0.8228536388141467,0.0,0.0,0.0,0.0,0.002,0.04469897088298564,0.0,0.0,99.998,0.04469897088298565,100.0,100.0,0.0,0.0,0.0,0.0,2e-05,0.0004469897088298565,0.0,0.0,0.99998,0.0004469897088298568,1.0,1.0,2e-05,0.0004469897088298565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3154025443673708,0.015913099404764392,0.2841461717260625,0.3482099407155714,0.21774158632524604,0.030862441724110706,0.16279069767441862,0.28205128205128205,lambda,
high_veto_frac,0.6,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7532071746938267,0.011267296318488015,0.7311697015618484,0.7761887496265735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,lambda,
high_veto_frac,0.7,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8145904148253521,0.010076767163866055,0.7949356402067874,0.8332599828024486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41143201698513804,0.016660853520088205,0.37874451521585284,0.44274825599029427,0.17161773344775266,0.027576290661943784,0.12359550561797752,0.22699386503067484,lambda,
high_veto_frac,0.7,linear,1e-05,0.0003162277660168379,0.0,0.0,0.99999,0.00031622776601683816,1.0,1.0,0.8301473642228555,0.009673097620111676,0.8112375115563926,0.847958333200247,0.001,0.03162277660168379,0.0,0.0,1.128,1.090323257022799,0.0,4.0,98.871,1.0915816737883384,96.0,100.0,1e-05,0.0003162277660168379,0.0,0.0,0.011280000000000002,0.01090323257022799,0.0,0.04,0.9887100000000001,0.010915816737883395,0.96,1.0,0.01129,0.010915816737883385,0.0,0.04,1e-05,0.0003162277660168379,0.0,0.0,0.0,0.0,0.0,0.0,0.16226647339543743,0.01815754355234309,0.12684971920865523,0.20011354190523362,0.1609209355096375,0.02678493383242818,0.1111111111111111,0.21951219512195122,lambda,
high_veto_frac,0.7,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7532071746938267,0.011267296318488015,0.7311697015618484,0.7761887496265735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,lambda,
high_veto_frac,0.8,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8356749021479638,0.009296473197006756,0.8175879844246683,0.8533154997813943,0.0,0.0,0.0,0.0,0.247,0.5237034134558083,0.0,2.0,99.753,0.5237034134558083,98.0,100.0,0.0,0.0,0.0,0.0,0.0024699999999999995,0.005237034134558082,0.0,0.02,0.99753,0.0052370341345580875,0.98,1.0,0.0024699999999999995,0.005237034134558082,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32722177332928926,0.01727375025023345,0.29458093216055004,0.3613547669598625,0.13111786181857218,0.024872933933248256,0.08695652173913043,0.1834319526627219,lambda,
high_veto_frac,0.8,linear,0.10696000000000001,0.03237601900491484,0.05,0.17,0.89304,0.03237601900491483,0.83,0.95,0.8690198309528857,0.007438982314894912,0.8544646630914184,0.8834109852363362,10.696,3.2376019004914833,5.0,17.0,4.441,2.1168372634664196,1.0,9.0,84.863,3.878307913545838,77.0,92.0,0.10696000000000001,0.03237601900491484,0.05,0.17,0.044410000000000005,0.021168372634664197,0.01,0.09,0.8486299999999999,0.038783079135458386,0.77,0.92,0.15137,0.038783079135458386,0.08,0.23,0.10696000000000001,0.03237601900491484,0.05,0.17,0.0,0.0,0.0,0.0,0.037784777108236696,0.019004148388977404,0.002698489269107637,0.07691358375694311,0.10680240596976631,0.022517404416983935,0.06951871657754011,0.15606936416184972,lambda,
high_veto_frac,0.8,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7532071746938267,0.011267296318488015,0.7311697015618484,0.7761887496265735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,lambda,
high_veto_frac,0.9,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.854798839193827,0.008433765519581393,0.8379748662701765,0.869985034876939,0.0,0.0,0.0,0.0,4.929,2.2380723777322236,1.0,10.0,95.071,2.2380723777322236,90.0,99.0,0.0,0.0,0.0,0.0,0.04929000000000001,0.022380723777322233,0.01,0.1,0.95071,0.02238072377732222,0.9,0.99,0.04929000000000001,0.022380723777322233,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24990331816803157,0.017632652729976335,0.21551329491456883,0.2849904964108786,0.09304976255630912,0.020788043476705372,0.0582010582010582,0.13636363636363635,lambda,
high_veto_frac,0.9,linear,0.28098,0.04138057457252076,0.2,0.36,0.71902,0.041380574572520784,0.64,0.8,0.8954144180233786,0.006595435476780577,0.8822907269902553,0.9079323429677748,28.098,4.138057457252076,20.0,36.0,7.049,2.6148492186809618,2.0,13.0,64.853,4.621985910163915,56.0,73.0,0.28098,0.04138057457252076,0.2,0.36,0.07049000000000001,0.02614849218680962,0.02,0.13,0.6485299999999999,0.04621985910163915,0.56,0.73,0.35146999999999995,0.046219859101639144,0.27,0.44,0.28098,0.04138057457252076,0.2,0.36,0.0,0.0,0.0,0.0,-0.05962109230878942,0.0190100871286208,-0.09551338179139149,-0.020460693296152514,0.06244737230279132,0.01761070074965295,0.030927835051546393,0.0989010989010989,lambda,
high_veto_frac,0.9,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7532071746938267,0.011267296318488015,0.7311697015618484,0.7761887496265735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,lambda,
high_veto_frac,1.0,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8642590236493003,0.008206810706720954,0.8478151793021281,0.8794714069132401,0.0,0.0,0.0,0.0,15.693,3.6856933316996594,9.0,23.0,84.307,3.685693331699659,77.0,91.0,0.0,0.0,0.0,0.0,0.15693000000000001,0.0368569333169966,0.09,0.23,0.84307,0.03685693331699659,0.77,0.91,0.15693000000000001,0.0368569333169966,0.09,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182104567788899,0.017845727361294635,0.14759255889192197,0.21769517743403094,0.05925779940257212,0.017046405533960616,0.02564102564102564,0.0989010989010989,lambda,
high_veto_frac,1.0,linear,0.4176,0.04272312330887414,0.33975000000000005,0.5,0.5824,0.04272312330887413,0.5,0.6602499999999997,0.9016941136584317,0.006355755430206317,0.8889700388330267,0.9134100970935545,41.76,4.272312330887415,33.975,50.0,9.198,2.878729421651691,4.0,15.0,49.042,4.608630542305976,40.0,58.0,0.4176,0.04272312330887414,0.33975000000000005,0.5,0.09198000000000002,0.028787294216516917,0.04,0.15,0.49042,0.04608630542305976,0.4,0.58,0.50958,0.04608630542305976,0.42,0.6,0.4176,0.04272312330887414,0.33975000000000005,0.5,0.0,0.0,0.0,0.0,-0.13495787466385392,0.018617548785536328,-0.16948753973734237,-0.095958133545743,0.033643576868971035,0.012406051709277915,0.010101010101010102,0.0582010582010582,lambda,
high_veto_frac,1.0,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7532071746938267,0.011267296318488015,0.7311697015618484,0.7761887496265735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,lambda,
low_r_separation,0.0,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.4993410575699376,0.022614879251469162,0.4552133500391438,0.5415050752889479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.9999999999999999,0.9999999999999999,1.0,0.0,1.0,1.0,lambda,
low_r_separation,0.0,linear,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.4993410575699376,0.022614879251469162,0.4552133500391438,0.5415050752889479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.9999999999999999,0.9999999999999999,1.0,0.0,1.0,1.0,lambda,
low_r_separation,0.0,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7443433747467484,0.011533386557922742,0.7214921839953684,0.7660139027139257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.9999999999999999,0.9999999999999999,1.0,0.0,1.0,1.0,lambda,
low_r_separation,0.1,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5797733637581468,0.019912644677051564,0.5416351385241394,0.6176649380866766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.944684395329441,0.0027082753714488023,0.9389726855713093,0.949546080066722,0.7382732422495001,0.04040465702283933,0.6528925619834711,0.8181818181818182,lambda,
low_r_separation,0.1,linear,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5450708184914822,0.022194042523254014,0.5013600901770314,0.5872497823848517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9330450931790178,0.001539534919965171,0.9299753752153497,0.9360406665242232,0.8407266270434723,0.034037259664863415,0.7699115044247787,0.9047619047619048,lambda,
low_r_separation,0.1,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7443433747467484,0.011533386557922742,0.7214921839953684,0.7660139027139257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.9999999999999999,0.9999999999999999,1.0,0.0,1.0,1.0,lambda,
low_r_separation,0.2,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.6442943897512325,0.017562300588000134,0.6104631008310669,0.678637858833916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8815861342785654,0.0055295393487805366,0.8702041284403668,0.8917944120100083,0.5599546130269915,0.0424522314322076,0.48148148148148145,0.639344262295082,lambda,
low_r_separation,0.2,linear,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5991460142457615,0.021146605149044973,0.556966108318964,0.6369180011329232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8701225130022289,0.003169615363015638,0.864085960139299,0.8761842615508817,0.6821978642381153,0.04074783887267942,0.6,0.7543859649122807,lambda,
low_r_separation,0.2,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7443433747467484,0.011533386557922742,0.7214921839953684,0.7660139027139257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.9999999999999999,0.9999999999999999,1.0,0.0,1.0,1.0,lambda,
low_r_separation,0.3,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.6910392302081381,0.015999501202047493,0.659726392784237,0.7202356602471286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8128342201834861,0.008194041198539897,0.7963831317764802,0.8277265429524602,0.4405815555647439,0.03947596733156233,0.36054421768707484,0.5151515151515151,lambda,
low_r_separation,0.3,linear,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.6600623014683813,0.019255658051618992,0.6246770801219331,0.6970290936195729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7859851082396306,0.005224027076458586,0.7763707720902898,0.7966403048901161,0.5289304265778247,0.040211124338593696,0.4492753623188406,0.6129032258064516,lambda,
low_r_separation,0.3,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7443433747467484,0.011533386557922742,0.7214921839953684,0.7660139027139257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.9999999999999999,0.9999999999999999,1.0,0.0,1.0,1.0,lambda,
low_r_separation,0.4,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7275207082997729,0.013833028665257551,0.701187632478961,0.7556095047363692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7404266472060048,0.010509522650529776,0.7193699958298582,0.75882964970809,0.353147983592776,0.038181865336012706,0.28205128205128205,0.42857142857142855,lambda,
low_r_separation,0.4,linear,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7147775529756542,0.01573887638704976,0.6857841187639349,0.7455231933572146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6744510646867816,0.008003902813422151,0.6595126014634181,0.6905298349574196,0.4021701481544787,0.03844293135867096,0.3333333333333333,0.48148148148148145,lambda,
low_r_separation,0.4,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7443433747467484,0.011533386557922742,0.7214921839953684,0.7660139027139257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.9999999999999999,0.9999999999999999,1.0,0.0,1.0,1.0,lambda,
low_r_separation,0.5,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7576187547853785,0.01253323727042121,0.7338721417814541,0.7814609099690546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6662923269391158,0.012377318331799838,0.6417152835696412,0.6883917848206837,0.28562455096610556,0.03463461189358531,0.21951219512195122,0.35158117300974423,lambda,
low_r_separation,0.5,linear,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7584454237932592,0.013322335252258852,0.7341740348055262,0.785468662328159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5308647459283533,0.012161105401511838,0.5072829121161045,0.5547636629097098,0.3051367940447815,0.0349227662125508,0.2422360248447205,0.3793103448275862,lambda,
low_r_separation,0.5,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7443433747467484,0.011533386557922742,0.7214921839953684,0.7660139027139257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.9999999999999999,0.9999999999999999,1.0,0.0,1.0,1.0,lambda,
low_r_separation,0.6,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.783361527586362,0.011356216144536439,0.7611134625045411,0.8053920846155302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59220771059216,0.013801582398645634,0.5645820475396162,0.6181792118432026,0.23031340889758428,0.0312670124838038,0.1695906432748538,0.2903225806451613,lambda,
