trial,seed,veto_fraction,lambda,operator,policy_violation_rate,veto_preservation_rate,predictive_utility
5,47,0.2,0.45,min,0.0,1.0,0.771048759981889
5,47,0.2,0.5,linear,0.0,1.0,0.7729339344038668
5,47,0.2,0.5,geometric,0.0,1.0,0.7779685293038231
5,47,0.2,0.5,min,0.0,1.0,0.771048759981889
5,47,0.2,0.55,linear,0.0,1.0,0.7938579717202603
5,47,0.2,0.55,geometric,0.0,1.0,0.7869711145372316
5,47,0.2,0.55,min,0.0,1.0,0.771048759981889
5,47,0.2,0.6000000000000001,linear,0.0,1.0,0.8025869567390528
5,47,0.2,0.6000000000000001,geometric,0.0,1.0,0.798453362088219
5,47,0.2,0.6000000000000001,min,0.0,1.0,0.771048759981889
5,47,0.2,0.65,linear,0.0,1.0,0.8146369623676173
5,47,0.2,0.65,geometric,0.0,1.0,0.8047881421853093
5,47,0.2,0.65,min,0.0,1.0,0.771048759981889
5,47,0.2,0.7000000000000001,linear,0.0,1.0,0.8234060061025511
5,47,0.2,0.7000000000000001,geometric,0.0,1.0,0.813352735885775
5,47,0.2,0.7000000000000001,min,0.0,1.0,0.771048759981889
5,47,0.2,0.75,linear,0.02,0.98,0.8339131337310279
5,47,0.2,0.75,geometric,0.0,1.0,0.8233471430007056
5,47,0.2,0.75,min,0.0,1.0,0.771048759981889
5,47,0.2,0.8,linear,0.21,0.79,0.8764193869142318
5,47,0.2,0.8,geometric,0.0,1.0,0.8279359383183934
5,47,0.2,0.8,min,0.0,1.0,0.771048759981889
5,47,0.2,0.8500000000000001,linear,0.36,0.64,0.9007056329238496
5,47,0.2,0.8500000000000001,geometric,0.0,1.0,0.8343085739677821
5,47,0.2,0.8500000000000001,min,0.0,1.0,0.771048759981889
5,47,0.2,0.9,linear,0.48,0.52,0.9137288957706786
5,47,0.2,0.9,geometric,0.0,1.0,0.8430619540893085
5,47,0.2,0.9,min,0.0,1.0,0.771048759981889
5,47,0.2,0.9500000000000001,linear,0.61,0.39,0.9221912127398366
5,47,0.2,0.9500000000000001,geometric,0.0,1.0,0.8471270099445195
5,47,0.2,0.9500000000000001,min,0.0,1.0,0.771048759981889
5,47,0.2,1.0,linear,0.67,0.32999999999999996,0.9230663984260264
5,47,0.2,1.0,geometric,0.0,1.0,0.8490768163645316
5,47,0.2,1.0,min,0.0,1.0,0.771048759981889
6,48,0.2,0.0,linear,0.0,1.0,0.5056404661785485
6,48,0.2,0.0,geometric,0.0,1.0,0.5056404661785485
6,48,0.2,0.0,min,0.0,1.0,0.7519180646447081
6,48,0.2,0.05,linear,0.0,1.0,0.5345322173466582
6,48,0.2,0.05,geometric,0.0,1.0,0.5591484821844569
6,48,0.2,0.05,min,0.0,1.0,0.7519180646447081
6,48,0.2,0.1,linear,0.0,1.0,0.5548539277839095
6,48,0.2,0.1,geometric,0.0,1.0,0.5953350769738188
6,48,0.2,0.1,min,0.0,1.0,0.7519180646447081
6,48,0.2,0.15000000000000002,linear,0.0,1.0,0.5917355898802189
6,48,0.2,0.15000000000000002,geometric,0.0,1.0,0.6143873806550705
6,48,0.2,0.15000000000000002,min,0.0,1.0,0.7519180646447081
6,48,0.2,0.2,linear,0.0,1.0,0.6041542209253796
6,48,0.2,0.2,geometric,0.0,1.0,0.6458433033004914
6,48,0.2,0.2,min,0.0,1.0,0.7519180646447081
6,48,0.2,0.25,linear,0.0,1.0,0.6404772848044444
6,48,0.2,0.25,geometric,0.0,1.0,0.6729328636859564
6,48,0.2,0.25,min,0.0,1.0,0.7519180646447081
6,48,0.2,0.30000000000000004,linear,0.0,1.0,0.6789831494009058
6,48,0.2,0.30000000000000004,geometric,0.0,1.0,0.7057630156157388
6,48,0.2,0.30000000000000004,min,0.0,1.0,0.7519180646447081
6,48,0.2,0.35000000000000003,linear,0.0,1.0,0.6992826183142402
6,48,0.2,0.35000000000000003,geometric,0.0,1.0,0.7230442157439585
6,48,0.2,0.35000000000000003,min,0.0,1.0,0.7519180646447081
6,48,0.2,0.4,linear,0.0,1.0,0.7236389304850828
6,48,0.2,0.4,geometric,0.0,1.0,0.7344463738813732
6,48,0.2,0.4,min,0.0,1.0,0.7519180646447081
6,48,0.2,0.45,linear,0.0,1.0,0.7415197970889021
6,48,0.2,0.45,geometric,0.0,1.0,0.7444170926172462
6,48,0.2,0.45,min,0.0,1.0,0.7519180646447081
6,48,0.2,0.5,linear,0.0,1.0,0.7588013258482809
