sigma_r,operator_a,operator_b,kendall_tau_mean,kendall_tau_std,kendall_tau_ci_low,kendall_tau_ci_high,jaccard_top_k_mean,jaccard_top_k_std,jaccard_top_k_ci_low,jaccard_top_k_ci_high
0.0,geometric@0.50,linear@0.90,-0.14019131326467463,0.051785574799454434,-0.2367198803502278,-0.03064153482016912,0.1948851247769433,0.029679868748865492,0.1428571428571428,0.2578616352201258
0.0,geometric@0.90,linear@0.90,0.24723039989218426,0.06661122974645015,0.12565130989044568,0.38474675549611714,0.3620434669304201,0.04309262295753656,0.2903225806451613,0.4492753623188406
0.0,min,linear@0.90,-0.154107092044731,0.04472009479541433,-0.23900357487860352,-0.06702026615441613,0.1446997521225269,0.025992442265887202,0.0989010989010989,0.1976047904191616
0.05,geometric@0.50,geometric@0.10,0.10356215357818045,0.05220413646106189,-0.00330947013305589,0.20154977255897594,0.4010935866225175,0.03964998231677805,0.3245033112582781,0.4708605664488014
0.05,geometric@0.90,geometric@0.10,-0.2593539824124154,0.039563186947716114,-0.3320329996564033,-0.17785915213176598,0.14985856239052145,0.02586795733108374,0.10482059377087,0.2048192771084337
0.05,min,geometric@0.10,0.060413344310844365,0.04754936991588857,-0.03590604026845628,0.15153943278943274,0.32174278093662745,0.036746948564372835,0.2578616352201258,0.3986013986013986
0.05,geometric@0.90,geometric@0.50,0.10581303884951751,0.053059216143714574,-0.0011062691874487347,0.21091503267973852,0.40167717754642634,0.03859751913107453,0.3333333333333333,0.4814814814814814
0.05,min,geometric@0.50,0.5438465634961717,0.040031146018287896,0.46197811218357754,0.618613705967529,0.6880038339985185,0.04182557930840685,0.6,0.7699115044247787
0.05,min,geometric@0.90,0.0408734606218666,0.047793221765067034,-0.052217414109624896,0.1365254291531368,0.31269701483635537,0.03563894212264139,0.25,0.3888888888888889
0.05,geometric@0.10,linear@0.10,0.7810275585318477,0.03549757679964762,0.7104553245956879,0.8469036552427373,0.8676303327726851,0.035283735169123365,0.8018018018018018,0.9230769230769232
0.05,geometric@0.50,linear@0.10,0.024320674972483462,0.05254835151217775,-0.0770511220497347,0.12656085299177885,0.35591910587098663,0.0385863908449177,0.282051282051282,0.4285714285714285
0.05,geometric@0.90,linear@0.10,-0.29380388187552986,0.039054528882819926,-0.3701598256322848,-0.21688179368705404,0.13499344211345246,0.02387051114809249,0.09274768353528147,0.1834319526627219
0.05,linear@0.50,linear@0.10,0.04669919601661674,0.0518795615217087,-0.05635045007366782,0.1443167585786611,0.3737499771397308,0.038454621164220264,0.2987012987012987,0.4492753623188406
0.05,linear@0.90,linear@0.10,-0.31312880796254433,0.03463889231899837,-0.3769073763495206,-0.24210459722940458,0.07174888390591211,0.01830797425995434,0.0416666666666666,0.1111111111111111
0.05,min,linear@0.10,-0.012815774277032515,0.04676053321580719,-0.10458462732919252,0.07462420327299454,0.28073299428710224,0.03484697267320153,0.2195121951219512,0.3513513513513513
0.05,geometric@0.10,linear@0.50,0.12756151577432176,0.05105373503727668,0.02609897940674539,0.2230939342837526,0.4169605534819516,0.03970423142838532,0.3422818791946309,0.4925373134328358
0.05,geometric@0.50,linear@0.50,0.8782431336666309,0.01938673321987113,0.8361039118114592,0.9126261184085285,0.8962260704177816,0.03314186493711398,0.8181818181818182,0.9607843137254902
0.05,geometric@0.90,linear@0.50,0.1423771815151113,0.05199616158087945,0.03963280747769292,0.2481334347477317,0.42503075210745445,0.03866091025353085,0.3513513513513513,0.5037593984962406
0.05,linear@0.90,linear@0.50,-0.05659154841895299,0.04679072706062168,-0.147680459795887,0.03638156538912895,0.21843354238602494,0.030528395836349597,0.1627906976744186,0.282051282051282
0.05,min,linear@0.50,0.46821940061758716,0.04449891761295105,0.3790618116067478,0.5496906107075599,0.6240975634731927,0.04308851567312867,0.5500894454382826,0.7094017094017094
0.05,geometric@0.10,linear@0.90,-0.35589639422808045,0.03546293238708634,-0.41975038050052854,-0.28597096231910857,0.07842719208734761,0.019088497131330158,0.04698407504362998,0.1173184357541899
0.05,geometric@0.50,linear@0.90,-0.15154041533414597,0.049600527960807245,-0.24277276007025106,-0.052622896951325146,0.1972224402276696,0.029297696992702026,0.1428571428571428,0.2578616352201258
0.05,geometric@0.90,linear@0.90,0.23902842368354565,0.06362790237923631,0.1181258309393952,0.367468807960116,0.3685392006269752,0.04272364555081175,0.2903225806451613,0.4598540145985401
0.05,min,linear@0.90,-0.17115645698604687,0.04164082671513069,-0.24962861964787134,-0.08765202723631488,0.14463190853710098,0.02549210379805288,0.0989010989010989,0.1976047904191616
0.1,geometric@0.50,geometric@0.10,0.09833298640185449,0.053009179326578774,-0.006458177495359454,0.2017377752148374,0.39856552734387435,0.039265734963466796,0.3245033112582781,0.4814814814814814
0.1,geometric@0.90,geometric@0.10,-0.2603148981671858,0.03996425200047855,-0.3354310946880008,-0.18186984393425543,0.15060912306226532,0.025827077751909247,0.1049723756906077,0.2048192771084337
0.1,min,geometric@0.10,0.07927419143664854,0.04974106600779816,-0.01718894009216581,0.17414994409762685,0.330530016172152,0.03749578823882371,0.2578616352201258,0.4084507042253521
0.1,geometric@0.90,geometric@0.50,0.11294392580320739,0.05285822391371044,0.009533569073686474,0.21487268637947954,0.4093080096093271,0.0392808208850168,0.3333333333333333,0.48175787728026503
0.1,min,geometric@0.50,0.534481651982123,0.04035493345025746,0.4519428592199483,0.6110944527736132,0.6816203513182888,0.0402675104148284,0.6129032258064516,0.7547741034000928
0.1,min,geometric@0.90,0.021631190281947085,0.045891086330802015,-0.06674613686534209,0.11140075766344344,0.3058461568349244,0.03595340625359,0.24204432175446672,0.3793103448275862
0.1,geometric@0.10,linear@0.10,0.7731001439825977,0.03803251379748724,0.6936806072127172,0.8443110301892554,0.858474096244276,0.03658709013910752,0.7857142857142857,0.9230769230769232
0.1,geometric@0.50,linear@0.10,0.01890287493304532,0.05333208494318439,-0.08794868759007128,0.11639844918817915,0.3518599606837892,0.037373296166953555,0.282051282051282,0.4285714285714285
0.1,geometric@0.90,linear@0.10,-0.2945108748748199,0.03997074235754458,-0.3716602340432352,-0.21574344610361107,0.13492481835445172,0.02469835697853209,0.0869565217391304,0.1834319526627219
0.1,linear@0.50,linear@0.10,0.031693763086397014,0.05257698676262203,-0.07646020062062489,0.13459004293632593,0.3633666643504537,0.037575855024086995,0.2903225806451613,0.4388489208633093
0.1,linear@0.90,linear@0.10,-0.31744421552262564,0.03733697076604161,-0.39241979840596203,-0.245332396882245,0.07147425638291474,0.017980254482945917,0.0362694300518134,0.1111111111111111
0.1,min,linear@0.10,0.0027239240716314997,0.049158370338080404,-0.09379246223449111,0.09549615246459804,0.2864473605351594,0.03533825985301941,0.2195121951219512,0.3605442176870748
0.1,geometric@0.10,linear@0.50,0.11170871510393482,0.0515835612598316,0.007237586975052351,0.21265424415856457,0.4068855127637682,0.039176107992367176,0.3333333333333333,0.48175787728026503
0.1,geometric@0.50,linear@0.50,0.8688042246648904,0.020402644225741003,0.8268319324438175,0.9058652272790303,0.8899992807184397,0.03223893121979085,0.8181818181818182,0.9607843137254902
0.1,geometric@0.90,linear@0.50,0.16452018431747512,0.05178972256101131,0.06723497911916741,0.2659171875911758,0.44277458548741006,0.039743704208932855,0.3698630136986301,0.5151515151515151
0.1,linear@0.90,linear@0.50,-0.0455418057749112,0.051482618863100564,-0.14210704842079294,0.053851681592943575,0.22954932084790375,0.031628437541494955,0.1695906432748538,0.2987012987012987
0.1,min,linear@0.50,0.45345317536475926,0.0450152476567608,0.3650666666666666,0.5391321637213506,0.613267238386451,0.042012128944127765,0.5267175572519084,0.6949152542372882
0.1,geometric@0.10,linear@0.90,-0.34694585637181197,0.03795590634332045,-0.4201824501112169,-0.2743197986526005,0.07858024259300635,0.01863392564528704,0.0471204188481675,0.1173184357541899
0.1,geometric@0.50,linear@0.90,-0.13429724241787827,0.052972470881992646,-0.2355919886026294,-0.030738895492173218,0.2024029880423117,0.030246614930018643,0.1494252873563218,0.2658227848101265
0.1,geometric@0.90,linear@0.90,0.26894716208987507,0.06507722176529142,0.1444325203767194,0.39583189805480035,0.3803361861188839,0.043126842778697924,0.2987012987012987,0.4705882352941176
0.1,min,linear@0.90,-0.17122360060962907,0.04298458340445682,-0.2542601335488896,-0.08333509454384956,0.1420669944142229,0.025526366189619593,0.0989010989010989,0.1976047904191616
0.2,geometric@0.50,geometric@0.10,0.10654364389784296,0.050876613775426856,0.004750719633514839,0.20791286727456937,0.39667950494731713,0.03866255706370812,0.3245033112582781,0.4708605664488014
0.2,geometric@0.90,geometric@0.10,-0.2160031533889739,0.0422060032004022,-0.29612546252630045,-0.1323259733599366,0.1513754115824928,0.025316914051883226,0.1049723756906077,0.2048192771084337
0.2,min,geometric@0.10,0.13985728191730876,0.0507771264120016,0.03865743622339086,0.23848729442290803,0.36140225583550967,0.03822338595132951,0.2903225806451613,0.4388489208633093
0.2,geometric@0.90,geometric@0.50,0.16704533300812272,0.05469293885397503,0.05670305773754042,0.2797772571421459,0.4122620465796788,0.0389249307163491,0.3333333333333333,0.4925373134328358
0.2,min,geometric@0.50,0.5282140056808907,0.04119545627726813,0.4440060060349466,0.6017835787747291,0.6705600897479239,0.04057253549705678,0.5873015873015873,0.7543859649122807
0.2,min,geometric@0.90,0.025398518496281976,0.044647852467501956,-0.06382545624245442,0.11310922662094697,0.2809448294229874,0.03439928437775882,0.21932742054693272,0.3513513513513513
0.2,geometric@0.10,linear@0.10,0.7509424778067064,0.044199373668436716,0.6622078645489993,0.8307285967111417,0.827574861503814,0.03995784466748955,0.7543859649122807,0.9047619047619048
0.2,geometric@0.50,linear@0.10,0.025062006143443782,0.05237433325123887,-0.07744236087806283,0.12529470651789912,0.34415030480539976,0.03764791908060954,0.2738853503184713,0.4184397163120567
0.2,geometric@0.90,linear@0.10,-0.2497088595262706,0.04186156802867965,-0.3315361549790155,-0.17093083944543527,0.1344953015732266,0.024376453026982412,0.0869565217391304,0.1834319526627219
0.2,linear@0.50,linear@0.10,0.024018389015030017,0.051265823128554135,-0.08046036389399588,0.12159196312627528,0.3402084524333278,0.036553031076872675,0.2738853503184713,0.4184397163120567
0.2,linear@0.90,linear@0.10,-0.22576296813626726,0.0427315391837202,-0.3078011339623612,-0.14507605224211864,0.07364886093200955,0.018214960543192226,0.0416666666666666,0.1111111111111111
0.2,min,linear@0.10,0.05252804064757731,0.05132403052226175,-0.041853930118516125,0.15347849457987078,0.3053922507444853,0.036494396879430985,0.2345679012345679,0.3793103448275862
0.2,geometric@0.10,linear@0.50,0.10328021540844623,0.04932773071226332,0.00506350889073022,0.19910598341823985,0.3862275425251879,0.037570797115192796,0.3157894736842105,0.46012237011592927
0.2,geometric@0.50,linear@0.50,0.8605437610007496,0.02074840827341617,0.8158321011302664,0.8961988066888231,0.8772348415413472,0.03459774181599005,0.8018018018018018,0.941747572815534
0.2,geometric@0.90,linear@0.50,0.2368022979767246,0.05480157603377593,0.12763929051116743,0.3470720333171236,0.4670956827596138,0.03982667933854477,0.3888888888888889,0.5503875968992248
0.2,linear@0.90,linear@0.50,0.09624640965975538,0.06704959142312338,-0.03245077454648804,0.22538095786320902,0.24950139810508615,0.035864890021148364,0.1904761904761904,0.3245033112582781
0.2,min,linear@0.50,0.44423921558056245,0.0454950497628862,0.34946455554749956,0.5261967797827104,0.5954214825261744,0.04209157913728506,0.5151515151515151,0.680672268907563
0.2,geometric@0.10,linear@0.90,-0.2049194189856056,0.047060843139588686,-0.29880240305560934,-0.11751844042221679,0.08150317846470594,0.0190667542555282,0.0471204188481675,0.1235955056179775
0.2,geometric@0.50,linear@0.90,0.04810066832659498,0.06710171338227078,-0.0828728203612125,0.17442351060916894,0.2126163697827614,0.03281341933998302,0.1560693641618497,0.282051282051282
0.2,geometric@0.90,linear@0.90,0.5025452945972179,0.08381719098830627,0.34520539519860155,0.6723949205735303,0.4197233021038419,0.05289368974073849,0.3333333333333333,0.5387596899224804
0.2,min,linear@0.90,-0.03791642550162194,0.05288568102391773,-0.13981792905147897,0.0627599952517654,0.13880799895599566,0.02526138841893814,0.0928961748633879,0.1976047904191616
